Water_type	Indicator	Unit	Months	Depth_stratum	Region	Type	Typename	Min #year	Min per year	RefCond	H-G	G-M	M-P	P-B	Worst	ParameterVector_1	ParameterVector_2	ParameterVector_3	ParameterVector_4	ParameterVector_5	ParameterVector_6	ParameterVector_7	ParameterVector_8	ParameterVector_9	ParameterVector_10	V_WBperiod	V_WBannual	ntype_WB
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	258
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MLB	Sjöar, mellan djup,lav alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MHK	Sjöar, mellan djup,hög alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MHB	Sjöar, mellan djup,hög alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeACIDEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.73	0.53	0.28	0.14	0	f(pHref)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MLB	Sjöar, mellan djup,lav alkalinitet, bruna	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	822
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MHK	Sjöar, mellan djup,hög alkalinitet, klara	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MHB	Sjöar, mellan djup,hög alkalinitet, bruna	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.93	0.84	0.57	0.285	0	8.27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	319
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MLB	Sjöar, mellan djup,lav alkalinitet, bruna	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MHK	Sjöar, mellan djup,hög alkalinitet, klara	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MHB	Sjöar, mellan djup,hög alkalinitet, bruna	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.92	0.9	0.84	0.42	0	8.16	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	254
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1583
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3MLB	Sjöar, mellan djup,lav alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2096
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3MHK	Sjöar, mellan djup,hög alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3MHB	Sjöar, mellan djup,hög alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	258
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MLB	Sjöar, mellan djup,lav alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MHK	Sjöar, mellan djup,hög alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4MHB	Sjöar, mellan djup,hög alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeTMIEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige >800 m	4DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.92	0.86	0.82	0.41	0	8.54	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MLB	Sjöar, mellan djup,lav alkalinitet, bruna	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	822
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MHK	Sjöar, mellan djup,hög alkalinitet, klara	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1MHB	Sjöar, mellan djup,hög alkalinitet, bruna	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Södra Sverige	1DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.95	0.7	0.5	0.25	0	5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	319
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MLB	Sjöar, mellan djup,lav alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MHK	Sjöar, mellan djup,hög alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2MHB	Sjöar, mellan djup,hög alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DLK	Sjöar, djupa,lav alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DLB	Sjöar, djupa,lav alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DHK	Sjöar, djupa,hög alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige <200 m	2DHB	Sjöar, djupa,hög alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GLK	Sjöar, grunda,lav alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GLB	Sjöar, grunda,lav alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	254
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GHK	Sjöar, grunda,hög alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3GHB	Sjöar, grunda,hög alkalinitet, bruna	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeASPTEQR	No unit	1,2,3,4,5,6,7,8,9,10,11,12	NA	Norra Sverige 200-800 m	3MLK	Sjöar, mellan djup,lav alkalinitet, klara	1	1	1	0.9	0.7	0.45	0.25	0	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1583
